"","id","nome","categoria","origem","categoria_IUCN","value2a"
"934",690346,"Rio do Brasil II","RPPN","USP","IV",4
"935",690367,"Rio do Brasil III","RPPN","USP","IV",4
"936",690386,"Rio do Brasil I","RPPN","USP","IV",4
"937",690404,"Rio da Barra","RPPN","USP","IV",4
"938",690420,"Rio do Brasil V","RPPN","USP","IV",4
"939",690439,"Rio do Brasil IV","RPPN","USP","IV",4
"940",690455,"Terravista I","RPPN","USP","IV",4
"941",690489,"Terravista II","RPPN","USP","IV",4
"942",111777,"Fazenda Santa Sofia","RPPN","USP","IV",4
"943",111791,"Fazenda Rio Negro","RPPN","USP","IV",4
"944",111805,"Estrada Parque de Piraputanga","APA","USP","V",3
"945",111819,"Fazenda Lageado","RPPN","USP","IV",4
"946",111837,"Santa Cecília II","RPPN","USP","IV",4
"947",111851,"Poleiro Grande","RPPN","USP","IV",4
"948",111865,"Rio Cênico Rotas Monçoeiras","APA","USP","V",3
"949",111879,"Cachoeiras do São Bento","RPPN","USP","IV",4
"950",112079,"Caiuá","ESEC","USP","Ia",7
"951",112111,"Serra da Esperança","PARES","USP","II",6
"952",112143,"Mosquito","RPPN","USP","IV",4
"953",112222,"Pombo","PNM","USP","II",6
"954",112236,"Serra do Bom Jardim","MONA","USP","III",5
"955",134765,"Rio Vermelho C","FLOES","USP","VI",2
"956",134794,"Rio Madeira","APA","USP","V",3
"957",150284,"Rio Flor do Prado","ESEC","USP","Ia",7
"958",204294,"Acari","PARNA","USP","II",6
"959",204594,"Serra das Araras","ESEC","USP","Ia",7
"960",204684,"Nascentes do Rio Paraguai","APA","USP","V",3
"961",204742,"Peugeot Brasil","RPPN","USP","IV",4
"962",497940,"Serra Negra da Mantiqueira","PARES","USP","II",6
"963",497970,"Alto do Gaia","APA","USP","V",3
"964",497987,"Pedra de Inoã","MONA","USP","III",5
"965",498002,"Serras de Maricá","REVIS","USP","III",5
"966",498033,"Serras de Maricá","APA","USP","V",3
"967",498367,"Sana","APA","USP","V",3
"968",498381,"Serra da Bolívia","APA","USP","V",3
"969",498397,"Serra da Bolívia","MONA","USP","III",5
"970",498412,"Ventania","REVIS","USP","III",5
"971",498427,"Miracema","APA","USP","V",3
"972",498442,"Perdição","APA","USP","V",3
"973",498458,"Floresta","MONA","USP","III",5
"974",498472,"Raposo","APA","USP","V",3
"975",498487,"Sagui da Serra Escuro","REVIS","USP","III",5
"976",498502,"Serra da Boa Esperança","PARES","USP","II",6
"977",498516,"Campos Altos","PARES","USP","II",6
"978",498530,"Vargem das Flores","APA","USP","V",3
"979",498545,"Aroeiras","REVIS","USP","III",5
"980",332522,"Lavras","RDS","USP","VI",2
"981",332640,"Corumbataí, Botucatu e Tejupá - perímetro Botucatu","APA","USP","V",3
"982",332698,"Leopoldo Magno Coutinho","ARIE","USP","IV",4
"983",332721,"Pederneiras","FLOES","USP","VI",2
"984",332735,"Ibitinga","APA","USP","V",3
"985",537492,"Serra da Candonga","PARES","USP","II",6
"986",537520,"Biribiri","PARES","USP","II",6
"987",537609,"Botumirim","PARES","USP","II",6
"988",537652,"Santo Antônio","RPPN","USP","IV",4
"989",537666,"Carapeba Boa","APA","USP","V",3
"990",537728,"Rio do Colégio","APA","USP","V",3
"991",537742,"Chauá","REVIS","USP","III",5
"992",537756,"Lagoa do Açu","PARES","USP","II",6
"993",537770,"Fazenda Caruara","RPPN","USP","IV",4
"994",537784,"Serra das Torres","MONA","USP","III",5
"995",537859,"Fazenda Boa Esperança","RPPN","USP","IV",4
"996",537875,"Mata das Flores","PARES","USP","II",6
"997",537889,"Itabira","MONA","USP","III",5
"998",537903,"O Frade e a Freira","MONA","USP","III",5
"999",537931,"Águia Branca","RPPN","USP","IV",4
"1000",549819,"Pico do Ibituruna","MONA","USP","III",5
"1001",549847,"Guanandi","APA","USP","V",3
"1002",549861,"Papagaio","RDS","USP","VI",2
"1003",549875,"Paulo César Vinha","PARES","USP","II",6
"1004",549890,"Setiba","APA","USP","V",3
"1005",549908,"Monte Mochuara","APA","USP","V",3
"1006",549923,"Monte Mochuara","PNM","USP","II",6
"1007",549938,"Lagoa Grande","APA","USP","V",3
"1008",549954,"Manguezal de Cariacica","RDS","USP","VI",2
"1009",550042,"Vale do Mulemba","PNM","USP","II",6
"1010",550057,"Manguezal Sul de Serra","APA","USP","V",3
"1011",550074,"Ilha do Lameirão","ESEC","USP","Ia",7
"1012",550147,"Piraquê-Açu e Piraquê-Mirim","RDS","USP","VI",2
"1013",550190,"Recanto das Antas","RPPN","USP","IV",4
"1014",550207,"Alto do Mucuri","APA","USP","V",3
"1015",550251,"Degredo","ARIE","USP","IV",4
"1016",550279,"Itaúnas","PARES","USP","II",6
"1017",550307,"Fernandes","RPPN","USP","IV",4
"1018",417352,"Rios Tijuco e da Prata","REVIS","USP","III",5
"1019",417371,"Panamá","APA","USP","V",3
"1020",417385,"Mata Atlântica","PARES","USP","II",6
"1021",417399,"Torre de Pedra","APA","USP","V",3
"1022",417413,"Bacia do Córrego Capão Grande","APA","USP","V",3
"1023",417456,"Bacia Hidrográfica do Rio Uberaba","APA","USP","V",3
"1024",417484,"Pau Furado","PARES","USP","II",6
"1025",417498,"Limoeiro","APA","USP","V",3
"1026",417512,"Córrego da Lagoa","APA","USP","V",3
"1027",417526,"Paracatu","PARES","USP","II",6
"1028",417605,"Banhado","APA","USP","V",3
"1029",417729,"Aventureiro","RDS","USP","VI",2
"1030",417744,"Praia do Sul","REBIO","USP","Ia",7
"1031",417803,"Ilha Grande","PARES","USP","II",6
"1032",417850,"Pedra Branca","ARIE","USP","IV",4
"1033",417904,"Trabiju","PNM","USP","II",6
"1034",362996,"Ituparanga","APA","USP","V",3
"1035",363044,"Bororé-Colônia","APA","USP","V",3
"1036",363059,"Cabreúva","APA","USP","V",3
"1037",363075,"Cajamar","APA","USP","V",3
"1038",363105,"Jundiaí","APA","USP","V",3
"1039",363142,"Serra do Guararu","APA","USP","V",3
"1040",363201,"Pedra Grande","MONA","USP","III",5
"1041",363231,"Botujuru-Serra do Itapeti","RPPN","USP","IV",4
"1042",363275,"Barreiro Rico","APA","USP","V",3
"1043",363290,"Tietê","APA","USP","V",3
"1044",363337,"Campo Grande","APA","USP","V",3
"1045",363431,"Campinas","APA","USP","V",3
"1046",518276,"Serra do Cabral","PARES","USP","II",6
"1047",518290,"Serra do Ouro Branco","PARES","USP","II",6
"1048",518305,"Itatiaia","MONA","USP","III",5
"1049",518321,"Serra da Moeda","MONA","USP","III",5
"1050",518335,"Aredes","ESEC","USP","Ia",7
"1051",518383,"Cercadinho","ESEC","USP","Ia",7
"1052",518564,"Macaúbas","REVIS","USP","III",5
"1053",518579,"Serra da Piedade","MONA","USP","III",5
"1054",518642,"Limoeiro","PARES","USP","II",6
"1055",518694,"Piracicaba","APA","USP","V",3
"1056",518714,"Córrego da Mata","APA","USP","V",3
"1057",518760,"Água Santa de Minas","APA","USP","V",3
"1058",518775,"Alto Taboão","APA","USP","V",3
"1059",452299,"Bacia Hidrográfica do Rio Machado","APA","USP","V",3
"1060",452313,"Silveiras","APA","USP","V",3
"1061",452347,"Pico do Itaguaré","MONA","USP","III",5
"1062",452441,"Santo Antônio","RPPN","USP","IV",4
"1063",452474,"Mata Atlântica","PNM","USP","II",6
"1064",452535,"Carapiá","APA","USP","V",3
"1065",452651,"Grumari","PNM","USP","II",6
"1066",452669,"Serra da Cambraia","APA","USP","V",3
"1067",452684,"Curió","PNM","USP","II",6
"1068",452698,"Guandu-Açu","APA","USP","V",3
"1069",452779,"Serra da Beleza","MONA","USP","III",5
"1070",452794,"Boqueirão da Mira","APA","USP","V",3
"1071",475012,"Prainha","PNM","USP","II",6
"1072",475027,"Pedra Branca","APA","USP","V",3
"1073",475080,"Bairro da Freguesia","APA","USP","V",3
"1074",475168,"Tinguazinho","APA","USP","V",3
"1075",475222,"São Bento","APA","USP","V",3
"1076",475271,"Serra da Tiririca","PARES","USP","II",6
"1077",475290,"Niterói","PNM","USP","II",6
"1078",475307,"Engenho Pequeno","APA","USP","V",3
"1079",475422,"Palmares","APA","USP","V",3
"1080",475453,"Médio Paraíba","REVIS","USP","III",5
"1081",475540,"Morro da Torre","APA","USP","V",3
"1082",475555,"Santa Fé","APA","USP","V",3
"1083",475571,"Bemposta","APA","USP","V",3
"1084",712465,"Serra das Lontras","PARNA","USP","II",6
"1085",712723,"Baía de Todos os Santos","APA","USP","V",3
"1086",712865,"Boqueirão da Onça","PARNA","USP","II",6
"1087",712900,"Boqueirão da Onça","APA","USP","V",3
"1088",712915,"Riacho Pontal","REVIS","USP","III",5
"1089",712930,"Serra do Areal","PARES","USP","II",6
"1090",712944,"Tatu-Bola","REVIS","USP","III",5
"1091",712958,"Ararinha Azul","REVIS","USP","III",5
"1092",712972,"Ararinha Azul","APA","USP","V",3
"1093",743340,"Rio São Francisco","MONA","USP","III",5
"1094",743355,"Serra da Canoa","ESEC","USP","Ia",7
"1095",743369,"Morros do Caraunã e do Padre","REVIS","USP","III",5
"1096",743425,"Lyra I","RPPN","USP","IV",4
"1097",743442,"Lyra IV","RPPN","USP","IV",4
"1098",743458,"Lyra III","RPPN","USP","IV",4
"1099",743504,"Lyra II","RPPN","USP","IV",4
"1100",743522,"Santa Rita","APA","USP","V",3
"1101",743540,"Catolé e Fernão Velho","APA","USP","V",3
"1102",743554,"Mata do Cedro","RPPN","USP","IV",4
"1103",743628,"Sirinhaém","APA","USP","V",3
"1104",743643,"Ipojuca-Merepe","ARIE","USP","IV",4
"1105",743701,"Negreiros","FLONA","USP","VI",2
"1106",743715,"Serras Caatingueiras","REVIS","USP","III",5
"1107",760864,"Serra da Meruoca","APA","USP","V",3
"1108",760979,"Botânico do Ceará","PARES","USP","II",6
"1109",760994,"Estuário do Rio Ceará-Rio Maranguapinho","APA","USP","V",3
"1110",761072,"Onças","APA","USP","V",3
"1111",761101,"Pedra do Cachorro","MONA","USP","III",5
"1112",761115,"Cariri","APA","USP","V",3
"1113",761129,"Furna Feia","PARNA","USP","II",6
"1114",761143,"Ponta do Tubarão","RDS","USP","VI",2
"1115",761157,"Matas de Água Azul","REVIS","USP","III",5
"1116",761171,"Bita e Utinga","ESEC","USP","Ia",7
"1117",761185,"Matas do Sistema Gurjaú","REVIS","USP","III",5
"1118",761200,"Aldeia Beberibe","APA","USP","V",3
"1119",761215,"Dois Irmãos","PARES","USP","II",6
"1120",761230,"Santa Cruz","APA","USP","V",3
"1121",761245,"Acaú-Goiana","RESEX","USP","VI",2
"1122",578013,"Uruana de Minas","APA","USP","V",3
"1123",578028,"Sagarana","PARES","USP","II",6
"1124",578238,"Ribeiro da Prata","PNM","USP","II",6
"1125",763922,"Tambaba","APA","USP","V",3
"1126",763936,"Roncador","APA","USP","V",3
"1127",763967,"Piquiri-Una","APA","USP","V",3
"1128",764014,"Mata Estrela","RPPN","USP","IV",4
